list_uvi,imo_registry,previous_name,yr_name_chng,call_sign,port_regist,flag,rs_cl_notation,oth_notation,type,subtype,date_build,country_build,GT,tonnage,deadweight,displacement,length_overall,rule_length,beam,mld_breadth,height,draught,speed,type_power,engine,nb_pwr_motor,nb_typ_proplr,nb_blade,nb_pwr_generator,nb_boiler,typ_boiler,pressure,heating_surf,owner,ship_name,fishing_gear,engine_power
877283,8619560,,,UBPH2,Nevelsk,Russia,KM* L4 (REF) fishing vessel,,Fishing,Trawler,01.07.1987,Norway,1630,489,111,2400,56.0,49.8,13.0,13.0,8.0,5.6,11.0,Diesel,"Built ME: 1987
Country Construction: Norway
The number and power of ME: 1*1940
Mark ME: KVMB-12",,1 - Controllable pitch propeller,4,1*1456 1*325,0,,0.0,0,"PCF Yuzhno-Kyrilsky Ryibocombinat Co. Ltd.
Address:Russia, 693020 Yuzhno-Sakhalinsk, ul. Karla Marksa, 20, office 114
IMO:1542127
Email:yukr@yukr.ru
Company Website:",BRATTEGG,[Trawler],1940.0
850736,8721806,,,UGZZ,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 fishing vessel,,Fishing,"Fish factory, Refrigerated cargo machinery, Long line",30.08.1985,USSR,871,244,38,1220,54.8,50.0,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,3*160 1*205,0,,0.0,0,"TYMLATSKIY RYBOKOMBINAT CO., LTD
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, pl. Shchedrina 1, a/ya 220
IMO:
Email:office@rkz55.ru
Company Website:",BRATTSEVO,[Longline],852.0
890860,8729987,BRATYA STOYANOVY,2000.0,UBSX,Kaliningrad,Russia,KM(*) L2[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",20.10.1989,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1988
Country Construction: USSR
The number and power of ME: 2*2576
Mark ME: 6CHN 40/46 OM4",,1 - Controllable pitch propeller,4,2*1600 2*400,0,,0.0,0,"Rybopromyslovaya kompaniya FOR JSC
Address:Russia, 236028 Kaliningrad, ul. A. Suvorova, 57
IMO:
Email:mechanics@forklg.koenig.ru, FOR@forklg.koenig.ru
Company Website:",BRATYASTOYANOVY,[Trawler],5152.0
835825,8320925,??????-3,1998.0,UHZK,Kholmsk,Russia,(KM)* R1 fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",06.05.1983,Japan,244,90,19,480,38.9,33.6,6.0,6.0,3.0,2.6,10.0,Diesel,"Built ME: 1983
Country Construction: Japan
The number and power of ME: 1*713
Mark ME: 6PA 5L",,1 - Fixed pitched solid propeller,4,2*264,0,,0.0,0,"TAYFUN CO LTD
Address:Russia, 682880 Sovetskaya Gavan, ulitsa Pionerskaya 5, office 61
IMO:1749826
Email:taifun@taifun.sovgavan.ru
Company Website:",BRAUZER,[Others],713.0
802215,7832347,???????,2017.0,UAWS,Murmansk,Russia,KM(*) L1[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Fish processing",25.06.1980,USSR,1734,677,90,2534,69.0,63.0,13.0,13.0,8.0,4.8,13.2,Diesel,"Built ME: 1979
Country Construction: Czechoslovakia
The number and power of ME: 1*1618
Mark ME: 6L 525 IIPS",,1 - Controllable pitch propeller,3,3*315,0,,0.0,0,"OOO "" SP ""Soyuzryba""
Address:Russia, 183038 Murmansk, ul. Lenina, d. 82, of. 405
IMO:
Email:soyuzryba@gmail.com
Company Website:",BREST,[Trawler],1618.0
843408,8330437,BLOME,2005.0,UBFG8,Murmansk,Russia,KM(*) L3 R2 fishing vessel,,Fishing,"Stern Trawler, Pair trawler",28.12.1984,USSR,119,35,3,174,25.0,22.0,6.0,6.0,3.0,2.3,9.5,Diesel,"Built ME: 1983
Country Construction: German Democratic Republic
The number and power of ME: 1*220
Mark ME: 6NVD 26A-2",,1 - Fixed pitched solid propeller,4,1*14 1*1 1*20,0,,0.0,0,"POLYARNYE PROMYSLY, LTD
Address:Russia, 183025 Murmansk ul.Polyarnoy Pravdy, 6, office 409
IMO:
Email:Polarfood@yandex.ru
Company Website:",BRIG,[Trawler],220.0
871465,8721818,,,UBJP,Nevelsk,Russia,KM(*) L3 (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",06.11.1987,USSR,774,232,41,1220,54.8,50.0,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1987
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"""NORTH-KURILSK BASE OF SEINER FLEET"", JOINT-STOCK COMPANY
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, pl. Shchedrina, d.1, a/ya 220
IMO:1536653
Email:SKBSF@mail.ru
Company Website:",BRIZ,[Trawler],852.0
921058,9076234,???????,2009.0,UFIP,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",17.12.1992,Ukraine,748,224,41,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1991
Country Construction: Germany
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"ARKTIK-TRANZIT Co., Ltd
Address:Russia, 183038 Murmansk, ul.Podgornaya, 86
IMO:
Email:arktik-tranzit@mail.ru
Company Website:",BRIZ,[Trawler],852.0
837110,8317241,DOVER,2014.0,UBAL2,Nevelsk,Russia,(KM)* fishing vessel,,Fishing,"Stern-fishing, Refrigerated cargo machinery",01.12.1983,Japan,815,244,61,1416,57.6,50.0,9.0,9.0,6.1,3.9,16.0,Diesel,"Built ME: 1983
Country Construction: Japan
The number and power of ME: 1*1912
Mark ME: 6MG 40CX",,1 - Controllable pitch propeller,4,2*320,0,,0.0,0,"Moneron Co., Ltd
Address:Russia, 693007 Yuzhno-Sakhalinsk, ul. Chekhova, d. 71
IMO:
Email:moneron-65@mail.ru
Company Website:",BREEZE,[Others],1912.0
721573,7336123,???????,2002.0,UIQG,Nakhodka,Russia,KM(*) L3 (REF) fishing vessel,,Fishing,"Side Trawler, Seiner, Purse net",30.08.1973,USSR,207,62,8,327,34.0,29.9,7.0,7.0,3.6,2.0,9.0,Diesel,"Built ME: 1982
Country Construction: German Democratic Republic
The number and power of ME: 1*224
Mark ME: 8NVD 36-1U",,1 - Fixed pitched solid propeller,3,2*86 1*160,0,,0.0,0,"BOSANTUR DVA., CO LTD
Address:Russia, 690039 Primorskiy kray, g. Vladivostok, ul.Eniseyskaya, 7, office 404
IMO:
Email:andrage1@yandex.ru
Company Website:",BRIZM,"[Trawler, Seiner]",224.0
866194,8620179,,,UFXX,Murmansk,Russia,KM* L2[1] (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Fish processing",12.12.1986,German Democratic Republic,1937,581,45,2459,62.0,55.0,13.8,13.0,9.0,5.0,12.9,Diesel,"Built ME: 2004
Country Construction: Finland
The number and power of ME: 2*1080
Mark ME: 6L 20",,1 - Controllable pitch propeller,4,2*568 1*640 1*325,0,,0.0,0,"NORD PILIGRIM LTD
Address:Russia, 183038 Murmansk, ul. Tralovaya, 51
IMO:1940778
Email:klimenko@nordpilgrim.com, np@nordpiligrim.com
Company Website:",BOOTES,"[Trawler, Seiner]",2160.0
801570,7941643,,,UGBC,Vladivostok,Russia,KM(*) L2[1] AUT2 REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",21.12.1980,USSR,4347,1304,181,5720,103.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1979
Country Construction: USSR
The number and power of ME: 2*2574
Mark ME: 6CHN 40/46 OM4",,1 - Controllable pitch propeller,4,2*1600 3*160,0,,0.0,0,"RYBOLOVETSKIY KOLKHOZ ""OGNI VOSTOKA""
Address:Russia, 690012 Primorskiy kray, Vladivostok, ul.Khersonskaya 5
IMO:1961249
Email:info@aquares.ru
Company Website:",BUTOVSK,[Trawler],5148.0
893500,8831340,??????,1993.0,UIHU,Vladivostok,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Shrimp trawl, Pair trawler",08.10.1990,USSR,359,107,12,560,35.7,31.0,8.9,8.0,6.0,3.4,10.9,Diesel,"Built ME: 1989
Country Construction: German Democratic Republic
The number and power of ME: 1*662
Mark ME: 6VD 26/20 AL-2",,1 - Fixed pitched solid propeller,4,2*200,0,,0.0,0,"RUSSIAN FEDERATION
Address:Russia, Moscow
IMO:1253128
Email:
Company Website:",BUKHORO,[Trawler],662.0
904993,8913253,,,UIZZ,Murmansk,Russia,KM* L4 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",25.04.1991,Norway,1899,592,128,2877,64.0,55.5,13.0,13.0,8.8,5.7,14.0,Diesel,"Built ME: 1991
Country Construction: Finland
The number and power of ME: 1*2460
Mark ME: 6R 32E",,1 - Controllable pitch propeller,4,1*1304 2*336,0,,0.0,0,"PJSC ""MURMANSK TRAWL FLEET""
Address:Russia, 183038 Murmansk, ulitsa Shmidta 43
IMO:4001177
Email:mtf@mtf.ru
Company Website:",BUKHTANAEZDNIK,[Trawler],2460.0
930146,9121120,,,UAPN,Nakhodka,Russia,KM(*) L2[1] AUT2 REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",04.04.2000,Ukraine,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1992
Country Construction: Russia
The number and power of ME: 2*2576
Mark ME: 6CHN 40/46 OM4",,1 - Controllable pitch propeller,4,3*200 2*1600,0,,0.0,0,"PREOBRAZHENSKAYA BASA OF TRAWLING FLEET, PUBLIC JOINT-STOCK COMPANY
Address:Russia, 692998 Primorskiy kr., Lazovskiy r-n, pos.Preobrazhenie, ul. Portovaya, d. 1
IMO:1529360
Email:general@pbtf.ru, sbm@pbtf.ru; mss@pbtf.ru
Company Website:",BUKHTAPREOBRAZHENIYA,[Trawler],5152.0
890589,8831637,,,UESE,Murmansk,Russia,KM(*) L2[1] fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Purse net",10.07.1990,USSR,738,221,32,1228,53.7,47.9,10.7,10.0,6.0,4.0,12.6,Diesel,"Built ME: 1988
Country Construction: German Democratic Republic
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*150 1*300,0,,0.0,0,"GEO 55 LTD
Address:Russia, 644001, Omskaya obl., Omsk, ul. Lermontova, d.134, of. 3
IMO:
Email:geonorth55@gmail.com
Company Website:",BYKHOV,"[Trawler, Seiner]",970.0
763720,8941767,????????-1,2002.0,UCPT,Nevelsk,Russia,(KM)* R1 fishing vessel,,Fishing,"Side Trawler, Refrigerated cargo machinery, Shrimp trawl, Crab",01.01.1976,Japan,234,89,14,347,36.0,33.1,6.0,6.0,2.5,2.2,9.0,Diesel,"Built ME: 1976
Country Construction: Japan
The number and power of ME: 1*487
Mark ME: 6M 26 KGHS",,1 - Fixed pitched solid propeller,4,1*150 1*168,0,,0.0,0,"ALBATROS CO LTD
Address:Russia, 694020 Korsakov, ul. Portovaya, 8
IMO:
Email:
Company Website:",VAVAY,[Trawler],487.0
850191,8722484,VAIVARA,2000.0,,Kaliningrad,Russia,KM(*) L3 R1 fishing vessel,,Fishing,"Stern Trawler, Shrimp trawl, Pair trawler",08.05.1986,USSR,117,35,3,174,25.0,22.0,7.0,6.0,3.0,2.3,9.5,Diesel,"Built ME: 1991
Country Construction: German Democratic Republic
The number and power of ME: 1*272
Mark ME: 6NVD 26-A3",,1 - Fixed pitched solid propeller,4,2*12 1*1,0,,0.0,0,"MISHIN N.V.,PRIVATE BUSINESSMAN
Address:Russia, 238340 Kaliningradskaya oblasty, Svetlyy, ul. Pionerskaya, 1
IMO:1905570
Email:
Company Website:",VAIVARA,[Trawler],272.0
831491,8228787,VAIGALE,2004.0,UDNW,Murmansk,Russia,KM(*) L3 R1 fishing vessel,,Fishing,Stern-fishing,05.10.1984,USSR,356,107,16,550,35.7,31.0,8.9,8.0,5.9,3.4,10.9,Diesel,"Built ME: 1984
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,2*160,0,,0.0,0,"Nordflot Co., Ltd
Address:Russia, 183025 Murmansk, ul.Polyarnye Zori, d.31, korp.1, kv.67
IMO:
Email:alfa0520@yandex.ru
Company Website:",VAIGALE,[Others],589.0
852869,8724418,????????,2014.0,UIEX,Nakhodka,Russia,KM(*) (REF) fishing vessel,,Fishing,"Side-fishing, Refrigerated cargo machinery, Shellfish, Long line",30.09.1986,USSR,825,346,47,1202,55.0,50.0,9.5,9.0,5.1,4.3,11.3,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*150,0,,0.0,0,"""FISHERY PLANT VALENTIN"" CO LTD
Address:Russia, 692922 Nakhodka, ul. Pogranichnaya, 19
IMO:1749857
Email:ashad1@yandex.ru
Company Website:",VALENTIN,[Longline],589.0
882510,8729690,,,UAUA,Kaliningrad,Russia,KM(*) L2[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",11.06.1989,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1987
Country Construction: USSR
The number and power of ME: 2*2576
Mark ME: 6CHN 40/46 OM4",,1 - Controllable pitch propeller,4,2*1600 1*200 1*608,0,,0.0,0,"Rybopromyshlennaya kompaniya"" Rybflot-FOR JSC
Address:Russia, 236039 Kaliningrad, ul. A. Suvorova, 57
IMO:
Email:mechanics@forklg.koenig.ru
Company Website:",VALERIYDZHAPARIDZE,[Trawler],5152.0
104,9231391,,,UEAG,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 AUT3 fishing vessel,,Fishing,"Stern Trawler, Trawler, Refrigerated cargo machinery",14.03.2003,Russia,606,181,34,987,42.2,36.0,9.0,9.0,6.8,3.8,10.5,Diesel,"Built ME: 2000
Country Construction: United States of America
The number and power of ME: 1*920
Mark ME: Caterpillar 3512B DITA",,1 - Controllable pitch propeller,4,1*262 2*280,0,,0.0,0,"OOO ""OKHOTSKOE""
Address:Russia, 683902 Petropavlovsk-Kamchatskiy, prospekt Pobedy, d. 22, office 2
IMO:
Email:
Company Website:",VALERIYMASLAKOV,[Trawler],920.0
867101,8610710,VARDHOLM,2012.0,UBOI2,Nevelsk,Russia,KM* Ice1 (REF) fishing vessel,,Fishing,Trawler,01.03.1987,Norway,1572,471,87,2370,56.0,48.0,13.0,13.0,8.0,5.5,11.0,Diesel,"Built ME: 1986
Country Construction: Norway
The number and power of ME: 1*1940
Mark ME: KVMB-12",,1 - Controllable pitch propeller,4,1*1200 1*325,0,,0.0,0,"PCF Yuzhno-Kyrilsky Ryibocombinat Co. Ltd.
Address:Russia, 693020 Yuzhno-Sakhalinsk, ul. Karla Marksa, 20, office 114
IMO:1542127
Email:yukr@yukr.ru
Company Website:",VARDHOLM,[Trawler],1940.0
912839,9065247,,,UHSL,Murmansk,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Trawler, Refrigerated cargo machinery",30.07.1992,USSR,877,278,33,1323,53.7,47.9,10.7,10.0,6.0,4.0,12.7,Diesel,"Built ME: 1991
Country Construction: German Democratic Republic
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,1*300 3*160,0,,0.0,0,"VARIANT FISHERY FIRM JSC
Address:Russia, 183038 Murmansk, ul. Shmidta 29/2, office 4-5
IMO:1685890
Email:flot@ffvariant.com, office@ffvariant.com
Company Website:",VARIANT,[Trawler],970.0
910462,8862088,1656,1993.0,UESS,Nevelsk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",27.11.1991,USSR,783,234,41,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1990
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"KURILSK UNIVERSAL COMPLEX CO LTD
Address:Russia, 693007 Yuzhno-Sakhalinsk, ul. Chekhova, d. 71
IMO:1694252
Email:kuk65@yandex.ru
Company Website:",VASAN,[Trawler],852.0
913719,8913277,,,UBRW,Murmansk,Russia,KM* L3 fishing vessel,,Fishing,"Fish factory, Stern Trawler, Refrigerated cargo machinery, Fish processing",29.09.1992,Norway,1928,591,111,2868,64.0,55.5,13.0,13.0,8.8,5.7,14.4,Diesel,"Built ME: 1992
Country Construction: Finland
The number and power of ME: 1*2460
Mark ME: 6R 32E",,1 - Controllable pitch propeller,4,2*336 1*1300,0,,0.0,0,"PJSC ""MURMANSK TRAWL FLEET""
Address:Russia, 183038 Murmansk, ulitsa Shmidta 43
IMO:4001177
Email:mtf@mtf.ru
Company Website:",VASILIYGOLOVNIN,[Trawler],2460.0
910640,8908129,?????,1995.0,UCMM,Nevelsk,Russia,KM(*) L1[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",19.02.1993,Germany,7765,2329,337,9261,120.0,107.0,19.0,19.0,12.2,6.6,15.5,Diesel,"Built ME: 1991
Country Construction: Germany
The number and power of ME: 2*2648
Mark ME: 6VDS 48/42 AL-2",,1 - Controllable pitch propeller,4,2*760 2*1500,0,,0.0,0,"PORONAY Co., Ltd
Address:Russia, 693010 Yuzhno-Sakhalinsk, per. Altayskiy,15
IMO:
Email:pilenga@sakhalin.ru, sea@pilenga.ru, office@pilenga.ru
Company Website:",VASILIYKALENOV,[Trawler],5296.0
893892,8607323,,,UCUD,Murmansk,Russia,KM(*) L1[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",27.04.1990,German Democratic Republic,7765,2329,387,9858,120.4,108.1,19.0,19.0,12.2,7.0,15.5,Diesel,"Built ME: 1989
Country Construction: German Democratic Republic
The number and power of ME: 2*2648
Mark ME: 6VDS 48/42 AL-2",,1 - Controllable pitch propeller,4,2*1500 1*760 1*1440,0,,0.0,0,"STRELETS, JSC
Address:Russia, 183038 Murmansk, ul.Shmidta, 43
IMO:
Email:strelets_zao@uk.msk.ru
Company Website:",VASILIYLOZOVSKIY,[Trawler],5296.0
910585,8858647,,,UILF,Khasansky,Russia,KM(*) L3 AUT2 (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Shrimp trawl, Pair trawler",31.10.1991,USSR,359,107,12,560,35.7,31.0,8.9,8.0,6.0,3.4,10.9,Diesel,"Built ME: 1990
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,2*200,0,,0.0,0,"""ALDZENA"", JOINT-STOCK COMPANY
Address:Russia, 680021 Khabarovsk, a/ya 108/12
IMO:
Email:genry62@rambler.ru
Company Website:",VASILIYLUKANOV,[Trawler],589.0
711285,7226536,,,UAXD,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 fishing vessel,,Fishing,"Side Trawler, Seiner, Purse net",07.07.1972,USSR,172,51,10,321,34.0,31.1,7.0,7.0,3.6,2.0,9.0,Diesel,"Built ME: 1982
Country Construction: German Democratic Republic
The number and power of ME: 1*224
Mark ME: 8NVD 36-1U",,1 - Fixed pitched solid propeller,3,2*86 1*25,0,,0.0,0,"KORYAKMOREPRODUKT CO LTD
Address:Russia, 683042 Petropavlovsk-Kamchatskiy, ul. Dalnyaya, 50, kv.87
IMO:1820237
Email:kmpkkamchatka@mail.ru, kmpvl@mail.ru
Company Website:",VASILIYTEPLOV,"[Trawler, Seiner]",224.0
883829,8721181,,,UBHE,Petropavlovsk-Kamchatsky,Russia,KM(*) L2[1] AUT2 (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",07.10.1988,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1993
Country Construction: Russia
The number and power of ME: 2*2576
Mark ME: 6CHN 40/46",,1 - Controllable pitch propeller,4,2*1600 3*200,0,,0.0,0,"""TRALFLOT"", JOINT-STOCK COMPANY
Address:Russia, 680038 Khabarovsk, ul. Serysheva, d. 31
IMO:1962658
Email:tralflot1@mail.ru
Company Website:",VASILYEVSKIYOSTROV,[Trawler],5152.0
921236,8898271,,,UHOM,Murmansk,Russia,KM(*) L2 fishing vessel,,Fishing,"Refrigerated cargo machinery, Long line",12.12.1993,Russia,936,281,43,1350,53.0,47.9,10.7,10.0,6.0,4.6,12.6,Diesel,"Built ME: 1991
Country Construction: Germany
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*150 1*300,0,,0.0,0,"""VEGA"", JOINT-STOCK SCIENTIFIC-INDUSTRIAL ENTERPRISE
Address:Russia, 183038 Murmansk, Teatralnyy bulvar, 9-1
IMO:1683173
Email:vega@vega-murmansk.ru
Company Website:",VEGA,[Longline],970.0
866518,8618463,ASEN,2016.0,UBZO8,Nevelsk,Russia,(KM)* Ice2 fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",01.01.1987,Japan,598,215,36,993,55.0,47.4,8.0,8.0,3.7,3.0,12.0,Diesel,"Built ME: 1986
Country Construction: Japan
The number and power of ME: 1*736
Mark ME: T260-ET2",,1 - Controllable pitch propeller,4,2*320,0,,0.0,0,"Moneron Co., Ltd
Address:Russia, 693007 Yuzhno-Sakhalinsk, ul. Chekhova, d. 71
IMO:
Email:moneron-65@mail.ru
Company Website:",VECTOR,[Others],736.0
931577,9055266,,,UBPO,Petropavlovsk-Kamchatsky,Russia,KM* Ice1 AUT2 fishing vessel,,Fishing,"Fish factory, Refrigerated cargo machinery, Long line",27.06.1994,Germany,1315,395,83,1843,52.5,45.0,11.0,11.0,8.0,5.0,11.0,Diesel,"Built ME: 1994
Country Construction: Germany
The number and power of ME: 1*1060
Mark ME: 8L 23/30A-DKV",,1 - Controllable pitch propeller,4,1*560 2*291,0,,0.0,0,"TYMLATSKIY RYBOKOMBINAT CO., LTD
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, pl. Shchedrina 1, a/ya 220
IMO:
Email:office@rkz55.ru
Company Website:",VERASPER,[Longline],1060.0
794184,8016342,SPRING RAIN,1987.0,UDQN,Magadan,Russia,(KM)* (REF) fishing vessel,,Fishing,"Side-fishing, Refrigerated cargo machinery, Crab",01.01.1980,United States of America,780,299,75,1572,54.8,50.0,12.1,12.1,4.2,3.6,11.0,Diesel,"Built ME: 1952
Country Construction: United States of America
The number and power of ME: 2*919
Mark ME: 12-567 EMB",,2 - Fixed pitched solid propeller,4,2*490 1*165,0,,0.0,0,"TIKHRYBKOM CO., LTD
Address:Russia, 685000 Magadan, ul. Portovaya, d. 1
IMO:1789000
Email:main@seawolf.magadan.su
Company Website:",WESTERNENTERPRISE,[Others],1838.0
830060,8139120,,,UAWF,Arkhangelsk,Russia,KM(*) L1[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",28.09.1983,USSR,1734,677,96,2534,69.0,63.0,13.0,13.0,8.0,4.8,13.2,Diesel,"Built ME: 1982
Country Construction: Czechoslovakia
The number and power of ME: 1*1618
Mark ME: 6L 525 IIPS",,1 - Controllable pitch propeller,3,1*150 2*513,0,,0.0,0,"""ARKHANGELSK TRAWL FLEET"", JOINT-STOCK COMPANY
Address:Russia, 163030 Arkhangelsk, Leningradskiy pr., 324
IMO:1406938
Email:flot@oaoatf.ru
Company Website:",VETLUGA,[Trawler],1618.0
890199,8729406,,,UHCB,Nevelsk,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Drift net",31.08.1989,USSR,448,134,18,781,44.8,39.3,9.4,9.0,5.1,3.7,11.5,Diesel,"Built ME: 1988
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*150,0,,0.0,0,"MORSKIE RESURSY CO LTD
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, pl. Shchedrina 1, a/ya 220
IMO:8729406
Email:morresurs@mail.ru
Company Website:",VETROVOY,"[Trawler, Seiner]",589.0
903789,8845743,,,UEDZ,Nevelsk,Russia,KM(*) L2 fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",30.06.1991,USSR,498,149,20,781,44.8,39.3,9.4,9.0,5.1,3.7,11.5,Diesel,"Built ME: 1990
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*150,0,,0.0,0,"KURILSK UNIVERSAL COMPLEX CO LTD
Address:Russia, 693007 Yuzhno-Sakhalinsk, ul. Chekhova, d. 71
IMO:1694252
Email:kuk65@yandex.ru
Company Website:",VIDANOVO,[Others],589.0
763824,7511527,OLAFUR JONSSON,1998.0,UELN,Murmansk,Russia,KM* L3 fishing vessel,,Fishing,Stern Trawler,01.12.1976,Poland,1067,320,26,0,62.0,55.0,10.7,10.7,6.9,4.6,14.5,Diesel,"Built ME: 1976
Country Construction: Poland
The number and power of ME: 1*1618
Mark ME: 12ASV 25/30",,1 - Controllable pitch propeller,4,1*320 1*200,0,,0.0,0,"YAGRY CO LTD
Address:Russia, 163045 Arkhangelsk, Talazhskoe shosse, 45
IMO:1740840
Email:office@yagry.ru, fleet@yagry.ru
Company Website:",VIKING,[Trawler],1618.0
880233,8826424,?????????? ?????,2010.0,UCLW,Petropavlovsk-Kamchatsky,Russia,KM(*) L2[1] AUT2 REF fishing vessel,,Fishing,"Cannery, Fish factory, Side-fishing, Refrigerated cargo machinery, Fish processing",11.02.1990,USSR,8289,2486,288,8920,126.0,118.0,18.0,18.0,10.0,5.7,12.8,Diesel,"Built ME: 1987
Country Construction: German Democratic Republic
The number and power of ME: 1*2648
Mark ME: 6VDS 48/42 AL-2",,1 - Fixed pitched solid propeller,4,1*965 2*1000,0,,0.0,0,"COLLECTIVE FARM FISHERY BY V.I.LENIN
Address:Russia, 683905 Petropavlovsk-Kamchatskiy, ulitsa Kosmonavtov, 40
IMO:1536738
Email:role@kolhlen.kamchatka.ru
Company Website:",VICTORGAVRILOV,[Others],2648.0
930860,8953370,,,UEPV,Bolshoy port of St.-Petersburg,Russia,KM(*) R1 ?3 fishing vessel,,Fishing,"Stern Trawler, Stern-fishing, Seiner, Pair trawler",31.08.1999,Russia,104,31,5,183,26.0,23.6,6.0,6.0,3.0,2.3,9.5,Diesel,"Built ME: 1993
Country Construction: Russia
The number and power of ME: 1*232
Mark ME: 6CHSP 18/22-315-2",,1 - Fixed pitched solid propeller,4,2*25,0,,0.0,0,"????? ""????????""
Address:Russia, 199053 St.Petersburg, nab. Makarova, 26
IMO:
Email:niorh@niorh.ru
Company Website:",VIKTORKLIMOV,"[Trawler, Seiner]",232.0
